,ARTIST,ALBUM TITLE,Box #,Notes,Double,Type of Double
2798,Z.Z. Top,Fandango,,,,
2799,Slade,Slade In Flame,,,,
2800,Poco,Head Over Heels,,,,
2801,Hawkwind,Warrior On The Edge Of Time,,,,
2802,Greasy Wheels,Juz Loves Dem Ol' Greasy Wheels,,,,
2803,Triumvirat,Spartacus,,,,
2804,King Crimson,U.S.A.,,,,
2805,Tangerine Dream,Rubycon,,,,
2806,Amazing Blondel,Inspiration,,,,
2807,"Gang, James",Newborn,,,,
2808,"Hopkins, Nicky",No More Changes,,,,
2809,Ten Years After,Greatest Hits,,,,
2810,Atlanta Rhythm Section,Dog Days,,,,
2812,"Taylor, James",Gorilla,,,,
2813,"Palmer, Robert",Sneakin' Sally Through The Alley,,,,
2816,Brewer & Shipley,Welcome To Riddle Bridge,,,,
2817,Bachman-Turner Overdrive,Four Wheel Drive,,Packed with #~2400,,
2818,"Bee Gees, The",Main Course,,,,
2819,Black Oak Arkansas,Ain't Life Grand,,,,
2820,"Stone Poneys, The",Stone Poneys Featuring Linda Ronst,,,,
2821,"Zanera, Phil Man",Diamond Head,,,,
2822,Procol Harum,Procol's Ninth,,,,
2824,"Springsteen, Bruce",Born To Run,,,,
2825,Caravan,Cunning Stunts,,,,
2826,"Younger, Cole",Cole Younger,,,,
2827,"Miles, Buddy",More Miles Per Gallon,,,,
2828,Esperanto,Last Tango,,,,
2829,"Jeff, Jerry",Ridin' High,,,,
2830,Wishbone Ash,There's The Rub,,,,
2831,"J. Geils Band, The",Hotline,,,,
2832,Pink Floyd,Wish You Were Here,,,,
2833,"Thomas, Ray",From Mighty Oaks,,,,
2834,Traffic,More Heavy Traffic,,,,
2835,"Spencer Davis Group,The",The Very Best Of The Spencer Davis,,,,
2836,Steppenwolf,Hour Of The Wolf,,,,
2837,Fairport Convention,Rising For The Moon,,,,
2838,Jefferson Starship,Red Octopus,,,,
2839,Focus,Mother Focus,,,,
2840,Wings,Venus And Mars,,,,
2841,War,Why Can't We Be Friends,,,,
2842,"Buchanan,Roy",Live Stock,,,,
2843,Rare Earth,Back To Earth,,,,
2844,"Rolling Stones, The",Made In The Shade,,,,
2845,"Cale, John",Slow Dazzle,,,,
2846,Canned Heat,The Very Best Of Canned Heat,,,,
2847,"Beach Boys, The",Good Vibrations - The Best Of The,,,,
2848,Hudson Ford,Worlds Collide,,,,
2849,"Baez, Joan",Diamonds And Rust,,,,
2850,Amon Duul II,Made In Germany,,,,
2851,"Fogelberg, Dan",Captured Angel,,,,
2852,"Nugent, Ted",Ted Nugent,,,,
2854,Genesis,Foxtrot,,These two are kept in the same cover,,
2855,Genesis,Nursery Cryme,,These two are kept in the same cover,,
2856,"Tubes, The",The Tubes,,,,
2859,Head East,Flat As A Pancake,,,,
2860,"Lost Gonzo Band, The",The Lost Gonzo Band,,,,
2862,"Charlie Daniels Band, The",Nightrider,,,,
2863,Seventh Wave,Psi-Fi,,,,
2864,Jade Warrior,Waves,,,,
2865,Strawbs,Nomadness,,,,
2866,"Baker Gurvits Army, The",Elysian Encounter,,,,
2867,"Who, The",The Who By Numbers,,,,
2868,"Average White Band, The",Cut The Cake,,,,
2869,"Wright, Gary",The Dream Weaver,,,,
2871,Amazing Rhythm Aces,Stacks Beck,,,,
2872,Curved Air,Curved Air Live,,,,
2873,Tower Of Power,In The Slots,,,,
2874,Poco,The Very Best Of Poco,,,X,1/2
2875,"Bishop, Elvin","The Very Best Of Elvin Bishop, Cra",,,,
2876,Edgar Winter Group With Rick Derri,The Edgar Winter Group With Rick D,,,,
2877,"Sensatoinal Alex Harvey Band, The",Live,,,,
2878,Kraftwerk,Ralf & Florian,,,,
2879,Graeme Edge Band Feat Adrian Gurvi,Kick Off Your Muddy Boots,,,,
2880,"Olsson, Nigel",Nigel Olsson,,,,
2881,Dudes,We're No Angels,,,,
2882,Mott,Drive On,,,,
2883,"Newton-John, Olivia",Clearly Love,,Only 1 side recorded?,,
2885,Black Oak Akansas,X-Rated,,,,
2886,Hammersmith,Hammersmith,,,,
2887,"Mcdonald, Country Joe",Paradise With An Ocean View,,,,
2888,Montrose,Montrose!,,,,
2889,UFO,Force It,,,,
2890,Commander Cody And His Lost Planet,Tales From The Ozone,,,,
2892,Foghat,Fool For The City,,,,
2893,"Sayer, Leo",Another Year,,,,
2894,"Raitt, Bonnie",Home Plate,,,,
2895,"Allman Brothers Band, The","Win, Lose Or Draw",,,,
2896,Fleetwood Mac,Fleetwood Mac,,,,
2897,"Hensley, Ken",Eager To Please,,,,
2899,"Low, Andy Fairweather",La Booga Rooga,,,,
2900,Cecilio And Kapano,Elua,,,,
2901,Crosby And Nash,Wind On The Water,,,,
2902,"Stewart, Rod",Atlantic Crossing,,,,
2903,"Marshall Tucker Band, The",Searchin' For A Rainbow,,,,
2904,"Morrison, Van",Moondance,,,,
2905,"Essex, David",All The Fun Of The Fair,,,,
2906,"Firesign Theatre, The","In The Next World, You're On Your",,,,
2908,"Mason, Dave",Split Coconut,,,,
2909,Grand Funk Railroad,Caught In The Act,,,X,1/4
2910,Gentle Giant,Free Hand,,,,
2911,Futurama,Be + Bop Deluxe,,,,
2912,"Garfunkel, Art",Breakaway,,,,
2913,"Simon, Paul",Still Crazy After All These Years,,,,
2914,Electric Light Orchestra,Face The Music,,Record and case missing (not recorded),,
2915,Iron Butterfly,Sun And Steel,,Record and case missing (not recorded),,
2916,Thunderhead,Thunderhead,,,,
2917,Asleep At The Wheel,Texas Gold,,,,
2918,"Paxton, Tom",Something In My Life,,,,
2919,Zappa And Beefheart,Bongo Fury,,,,
2921,"Carlos, Walter",Carlos Walter By Request,,,,
2922,Chilliwack,Rockerbox,,,,
2923,Bob Dylan and The Band,The Basement Tapes,,,X,1/4
2924,"Stills, Stephen",Stills,,,,
2925,Lucifer's Friend,Banquet,,,,
2926,Bandit,Bandit,,,,
2927,Monty Python,Monty Python And The Holy Grail So,,,,
2929,New Riders Of The Purple Sage,"Oh, What A Mighty Time",,Wasn't cleaned. Check quality to see if re-record is necessary,,
2930,"Withers, Bill",Making Music,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2931,Thee Image,Inside The Triangle,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2932,Todd Rundgren's Utopia,Another Live,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2933,Seals & Crofts,Greatest Hits,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2934,"Scott-Heron, Gil And Brian Jackson",From South Africa To South Carolin,,Record and case missing (not recorded),,
2935,Renaissance,Ashes Are Burning,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2937,Golden Earring,Golden Earring,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2938,Various,Concert For Bangladesh,,Wasn't cleaned. Check quality to see if re-record is necessary,XX,"1/6, 2/5, 3/4"
2939,"Ronstadt, Linda",Linda Rondstadt,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2940,"Eric Burden Band, The",Stop,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2941,"Daniels, Charlie",Charlie Daniels,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2944,Back Street Crawler,The Band Plays On,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2945,Splinter,Harder To Live,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2946,"Spheeris, Jimmie",The Dragon Is Dancing,,Wasn't cleaned. Check quality to see if re-record is necessary,,
2947,Little Feat,The Last Record Album,,,,
2948,"Manilow, Barry",Tryin' To Get The Feeling,,,,
2949,"Ohio Players, The",The Ohio Players,,,,
2950,"Wakeman, Rick",Lisztomania,,,,
2951,"Ozark Mountain Daredevils, The",The Car Over The Lake Album,,,,
2952,"John, Elton",Rock Of The Westies,,RE-RECORD! ONLY 1 SIDE RECORDED,,
2953,Donovan,Donovan,,,,
2954,"Croce, Jim",The Faces I've Been,,,X,1/4
2955,Spirit,Son Of Spirit,,,,
2956,Steeleye Span,All Around My Hat,,,,
2957,"Gallagher, Rory",Against The Grain,,,,
2958,America,History - America's Greatest Hits,,,,
2959,"Lightfoot, Gordon",Gord's Gold,,,X,1/2
2960,"Murphey, Michael",Swans Against The Sun,,,,
2961,"Lennon, John",Shaved Fish,,,,
2964,Quicksilver Messenger Service,Solid Silver,,,,
2965,"Kottke, Leo",Chewing Pine,,,,
2966,Buckingham Nicks,Buckingham Nicks,,,,
2967,Roxy Music,Siren,,,,
2969,"Hendrix, Jimi",Midnight Lightning,,,,
2970,Deep Purple,Come Taste The Band,,,,
2971,"Kinks, The",Schoolboys In Disgrace,,,,
2972,"Young, Neil",Zuma,,,,
2973,Ray Wylie Hubbard And The Cowboy T,Ray Wylie Hubbard And The Cowboy T,,,,
2974,Chicago,Chicago,,,,
2975,"Coolidge, Rita",It's Only Love,,,,
2976,Crack The Sky,Crack The Sky,,,,
2977,Supertramp,Crisis? What Crisis?,,,,
2979,"Ian, Janis",Janis Ian,,,,
2980,"Small Faces, The",The Immediate Story,,"Supposed to be a double, but 2nd record is missing.",,
2981,"Nice, The",The Immediate Story,,,X,1/2
2982,Fleetwood Mac,Fleetwood Mac In Chicago,,,X,1/2
2983,Trace,Birds,,,,
2984,Kansas,Masque,,,,
2987,"Howe, Steve",Beginnings,,,,
2989,"Harley, Steve, And Cockney Rebel",A Closer Look,,,,
2990,"Band, The",Northern Lights-Southern Cross,,,,
2991,"Reddy, Helen",Greatest Hits,,,,
2992,"Starr, Ringo",Blast From Your Past,,,,
2993,"Rankin, Kenny",Inside,,,,
2994,Kayak,Royal Bed Bouncer,,,,
2995,"Earth, Wind & Fire",Gratitude,,,X,1/2
2996,"Hill, Dan",Dan Hill,,,,
2997,Dr. John,Hollywood Be Thy Name,,,,
2998,"Jans, Tom",The Eyes Of An Only Child,,,,
2999,"Nelson, Willie",Red Headed Stranger,,,,
3001,Melanie,Sunset And Other Beginnings,,,,
3003,Barclay James Harvest,Time Honoured Ghosts,,,,
3004,"Scott, Tom",New York Connection,,,,
3005,"Kirwan, Danny",Second Chapter,,,,
3006,Jiva,Jiva,,,,
3010,"Frampton, Peter",Frampton Comes Alive,,,X,1/4
3011,Rusty Wier,Rusty Wier,,,,
3012,"Rush, Tom",The Best Of,,,,
3013,Loggins & Messina,Native Sons,,,,
3014,Journey,Look Into The Future,,,,
3015,Ace,Time For Another,,,,
3017,"Bishop, Elvin",Struttin' My Stuff,,,,
3018,"Squire, Chris",Fish Out Of Water,,,,
3019,"Stills, Stephen",Live,,,,
3020,Queen,A Night At The Opera,,,,
3021,"Dylan, Bob",Desire,,,,
3022,"Ian, Janis",Aftertones,,,,
3023,Black Oak Arkansas,Mutha Live!,,,,
3024,Bachman-Turner Overdrive,Head On,,,,
3025,Nilsson,Sandman,,,,
3027,Pure Prairie League,If The Shoe Fits,,,,
3028,"Rolling Stones, The",Black And Blue,,,,
3029,"Bolin, Tommy",Teaser,,,,
3032,"Baez, Joan",From Every Stage,,,X,1/2
3033,Carole King,Thoroughbred,,,,
3034,Henry Gross,Release,,,,
3035,"Bowie, David",Station To Station,,,,
3036,Earth Quakes,Rocking The World,,,,
3037,"Miles, Buddy",Bicentennial Gathering Of The Trib,,,,
3038,"Searchers, The",The Pye History ? Vol 2,,,,
3039,Glady Knight & The Pips,The Best Of,,,,
3040,National Lampoon,Good-Bye Pop,,,,
3041,Grand Funk Railroad,Born To Die,,,,
3042,Unicorn 2,Unicorn 2,,,,
3043,Be-Bop Deluxe,Sunburst Finish,,,,
3044,10cc,How Dare You,,,,
3045,Eric Carmen,Eric Carmen,,,,
3046,Hello People,Bricks,,,,
3047,Murray Head,Say It Ain't So,,,,
3048,Finch,Glory Of The Inner Force,,,,
3049,"Franks, Michael","Art Of Tea, The",,,,
3052,"Kinks, The",Celluloid Heroes,,,,
3053,"Snow, Phoebe",Second Childhood,,,,
3054,Bad Company,Run With The Pack,,,,
3055,Savage Eye,Pretty Things,,,,
3058,"Reed, Lou",Coney Island Baby,,,,
3060,Donovan,Vol. 2,,,,
3061,"Tolonen, Jukka",Crossection,,,,
3063,Golden Earring,To The Hilt,,,,
3064,Mckendree Spring,Too Young To Feel This Old,,,,
3065,Lynyrd Skynyrd,Gimme Back My Bullets,,,,
3067,"Hardie, Sebastian",Four Moments,,,,
3069,Starcastle,Starcastle,,,,
3070,"Phillips, Glenn",Lost At Sea,,,,
3071,"Mayall, John",Notice To Appear,,,,
3073,KGB,KGB,,,,
3074,"Winter, Johnny",Captured Live!,,,,
3075,L. A. Express,L. A. Express,,,,
3076,Van Der Graaf Generator,Godbluff,,,,
3077,Manfred Mann's Earth Band,Nightingale's & Bombers,,,,
3078,"Harris, Emmylou",Elite Hotel,,,,
3079,"Harper, Roy",When An Old Cricketer Leaves The C,,,,
3080,"Groce, Larry",Junkfood Junkie,,,,
3081,"Butterfield, Paul",Put It In Your Ear,,,,
3082,Black Sabbath,We Sold Our Soul For Rock N Roll,,,X,1/2
3083,"Argent Anthology, The",A Collection Of Greatest Hits,,,,
3084,Sutherland Brothers & Quiver,Reach For The Sky,,,,
3087,Isley Brothers,The Best,,"Should be a double, but only side B/C were found in the case",,
3088,"Lovin' Spoonful, The",The Best,,"Recorded backwards, side D then A. Fixed this.",X,1/4
3090,"De Burgh, Chris",Spanish Train And Other Stories,,,,
3091,Brian Auger's Oblivion Express,Live Oblivion Vol. 2,,,X,1/4
3092,Uriah Heep,The Best Of,,,,
3093,"Byron, David",Take No Prisoners,,,,
3094,Dr. Feelgood,Malpractice,,,,
3095,String Driven Thing,Keep Yer And On It,,,,
3097,"Manchester, Melissa",Better Days & Happy Endings,,,,
3099,"Scaggs, Boz",Silk Degrees,,,,
3100,Poco,Live,,,,
3101,Pavlov's Dog,At The Sound Of The Bell,,,,
3102,"Nyro, Laura",Smile,,,,
3103,Genesis,"Trick Of The Tail, A",,,,
3105,Wishbone Ash,Locked In,,,,
3106,"Doors, The",Strange Days,,,,
3107,"Winter, Johnny",Johnny Winter,,,,
3108,"Turner, Ike and Tina",Greatest Hits,,,,
3109,Tommy James & The Shondells,The Best Of,,,,
3110,"Capaldi, Jim",Short Cut Draw Blood,,,,
3112,Kingfish,Kingfish,,,,
3113,Pablo Cruise,Lifeline,,,,
3114,Sweet,Give Us A Wink,,,,
3115,"Hackett, Steve",Voyage Of The Acolyte,,,,
3116,"Dudek, Les","Dudek, Les",,,,
3117,"Young, Jesse Colin",On The Road,,,,
3118,"Memphis Horns, The",High On Music,,,,
3119,"Trower, Robin",Live!,,,,
3120,"Oskar, Lee",Lee Oskar,,,,
3121,Slade,Nobody's Fools,,,,
3122,"Edwards, Jonathan",Rockin' Chair,,,,
3123,"Gallagher, Rory",The Story So Far,,,,
3124,Greezy Wheels,Radio Radials,,,,
3125,Wet Willie,The Wetter The Better,,,,
3126,"Palmer, Robert",Pressure Drop,,,,
3127,Nektar,Recycled,,,,
3128,"Doobie Brothers, The",Takin' It To The Streets,,,,
3129,Santana,Amigos,,,,
3130,"Lofgren, Nils",Cry Tough,,,,
3131,"Wright, Gary And Spooky Tooth",That Was Only Yesterdy,,,X,1/2
3132,"Leblanc, Lenny",Lenny Leblanc,,,,
3133,Howard Worth And The Moonbeams,King Brilliant,,,,
3134,Randy Pie,Kitsch,,,,
3135,Scorpions,Fly To The Rainbow,,,,
3136,"Marriott, Steve",Marriott,,,,
3137,Rush,2112,,,,
3138,Heart,Dreamboat Annie,,,,
3139,Outlaws,Lady In Waiting,,,,
3140,Good Rats,Ratcity In Blue,,,,
3141,Fools Gold,Fools Gold,,,,
3142,Argent,Counterpoints,,,,
3143,Kiss,Destroyer,,,,
3145,"Walsh, Joe",You Can't Argue With A Sick Mind,,,,
3146,"Loggins, Dave",Country Suite,,,,
3147,Wings,At The Speed Of Sound,,,,
3148,Status Quo,Status Quo,,,,
3149,Pousette-Dart Band,Pousette-Dart Band,,,,
3150,Beyond,Ayers Rock,,,,
3151,Led Zeppelin,Presence,,,,
3152,"Miles, John",Rebel,,,,
3153,Peter and the Wolf,Peter and the Wolf,,,,
3154,"Buchanan, Roy",A Street Called Straight,,,,
3155,Passport,Infinity Machine,,,,
3157,America,Hideaway,,,,
3158,"Alan Parsons Project, The",Tales Of Mystery And Imagination -,,,,
3159,Seals & Crofts,Get Closer,,,,
3160,"Pinder, Michael",The Promise,,,,
3161,Boxer,Below The Belt,,,,
3162,Camel,Moonmadness,,,,
3163,"Stills, Stephen",Illegal Stills,,,,
3164,"White, Alan",Ramshackled,,,,
3166,"Hunter, Ian",All-American Alien Boy,,,,
3167,Nazareth,Close Enough For Rock N Roll,,,,
3168,Head East,Get Yourself Up,,,,
3169,Steppenwolf,Skullduggery,,,,
3170,Fairport Convention,Fairport Chronicles,,2nd record has a duplicate with it in the case. Did not record the duplicate copy.,X,1/2
3171,"Stewart, Rod",The Best Of Rod Stewart,,,X,1/2
3172,"Charlie Daniels Band, The",Saddle Tramp,,,,
3173,"J. Geils Band, The",Blow Your Face Out,,,X,1/2
3174,"Cocker, Joe",Stingray,,,,
3175,"Tubes, The",Young And Rich,,,,
3176,"Brown, Savoy",Skin And Bone,,,,
3177,Bob Marley and The Wailers,Rastaman / Vibration,,,,
3178,"Phillips, Shawn",Rumplestiltskin's Resolve,,,,
3179,"Wainwright III, Laudon",Tshirt,,,,
3180,"John, Elton",Here And There,,,,
3181,"Simone, Nina",The Total Impact Of Nina Simone,,,,
3182,"Rundgren, Todd",Faithful,,,,
3183,Steely Dan,The Royal Scam,,,,
3185,"Wakeman, Rick",No Earthly Connection,,,,
3186,"Kinks, The",Celluloid Heroes,,,,
3187,New Riders Of The Purple Sage,New Riders,,,,
3188,"Eleventh House, The",Aspects,,,,
3189,"Souther Hillman Furay Band, The",Self-Titled,,,,
3190,Rainbow Rising,Self-Titled,,,,
3191,"Bolotin, Michael (later changed his name to Bolton)",Every Day Of My Life,,,,
3192,Poco,Rose Of Cimarron,,,,
3193,"Mitchell, Joni",The Hissing of Summer Lawns,,,,
3194,"Shankar, Ravi",Ethnic Festival From India,,,,
3195,"Franklin, Aretha",Let Me In Your Life,,,,
3196,"Bowie, David",Space Oddity,,,,
3197,"Reed, Lou",Self-Titled,,,,
3198,"Kinks, The",Soap Opera,,,,
3199,Supertramp,Indelibly Stamped,,,,
3200,Jefferson Airplane,Early Flight,,,,
3201,Hall And Oats,Daryl Hall and John Oates,,,,
3202,Jethro Tull,Benefit,,,,
3203,Brian Auger's Oblivion Express,Straight Ahead,,,,
3204,Brian Auger's Oblivion Express,Reinforcements,,,,
3205,"Beatles, The",Yellow Submarine,,,,
3206,"Hillman, Chris",Slippin' Away,,,,
3207,Kossoff,Back Street Crawler,,,,
3208,Atlanta Rhythm Section,Red Tape,,,,
3209,"Whitlock, Bobby",Rock Your Sox Off,,,,
3210,"Clapton, Eric",E.C. Was Here,,,,
3211,"Eno, Brian",Here Come The Warm Jets,,,,
3212,Hot Tuna,America's Choice,,,,
3213,Pure Prairie League,Bustin' Out,,,,
3215,America,Holiday,,,,
3216,"Souther Hillman Furay Band, The",Trouble In Paradise,,,,
3217,"Doobie Brothers, The",The Captain And Me,,,,
3218,Flying Fish,Hillbilly Jazz,,,X,"1/2, 1/2"
3219,"Sebastian, John",Welcome Back,,,,
3220,Uriah Heep,Salisbury,,,,
3221,Deep Purple,Who Do We Think We Are,,,,
3222,"Pentagle, The",Sweet Child,,,X,1/4
3223,Jethro Tull,This Was,,,,
3224,"Zappa, Frank",Hot Rats,,Record and case missing (not recorded),,
3225,Velvet Underground,1969,,Record and case missing (not recorded),,
3226,"Mahal, Taj",Satisfied N' Tickled Too,,,,
3227,Renaissance,Live At Carnegie Hal,,,X,1/3
3228,"Amazing Rhythm Aces, The",Too Stuffed To Jump,,,,
3229,"Don Harrison Band, The",Self-Titled,,,,
3231,"Pratt, Andy",Resolution,,,,
3232,"Kristofferson, Kris","Who's To Bless, and Who's To Blame",,,,
3233,"Parker, Graham",Howlin' Wind,,,,
3234,"Reid, Terry",Seed Of Memory,,,,
3236,Donovan,Slow Down World,,,,
3237,"Mcguinn, Roger",Cardiff Rose,,,,
3238,Gong,Shamal,,,,
3239,"Mahal, Taj",Music Keeps Me Together,,,,
3240,R.E.O. Speedwagon,Self-Titled,,,,
3241,Aerosmith,Rocks,,,,
3242,Diga Rhythm Band,Diga,,,,
3243,"Andersen, Eric",Sweet Surprise,,,,
3244,"Marshall Tucker Band, The",Long Hard Ride,,,,
3245,"Baker Gurvits Army, The",Hearts On Fire,,,,
3246,"Lightfoot, Gordon",Summertime Dream,,Wrong LP included; ID unknown,,
3247,"Slater, Nelson",Wild Angel,,,,
3248,"Heep, Uriah",High And Mighty,,,,
3249,Bowen And Richards,Self-Titled,,,,
3251,Ramses,La Leyla,,,,
3252,"Mcgarrigle, Kate And Anna",Self-Titled,,,,
3253,"Thompson, Richard And Linda",Pour Down Like Silver,,,,
3254,Blue Oyster Cult,Agents Of Fortune,,,,
3255,"Winter, Johnny And Edgar",Together,,,,
3256,"Walker, Jerry Jeff",It's A Good Night For Singing,,,,
3257,"Nelson, Tracy",Time Is On My Side,,,,
3258,"Beck, Jeff",Wired,,,,
3259,"Joel, Billy",Turnstiles,,,,
3260,"Wild Tchoupitoulas, The",Self-Titled,,,,
3261,"Street Walkers, The",Red Card,,,,
3262,"Blear, Charlie",Let Me In,,,,
3263,"Nix, Don",Gone Too Long,,,,
3265,"Mighty Diamonds, The",Right Time,,,,
3266,Southside Johnny and The Asbury Jukes,I Don't Want To Go Home,,,,
3267,"Raspberries, The","Raspberries' Best, Featuring Eric",,,,
3268,"Beckies, The",Self-Titled,,,,
3269,"Harley, Steve",Timeless Flight,,,,
3270,Gentle Giant,Interview,,,,
3271,"Cole, Natalie",Natalie,,,,
3272,"Cosby, Bill",Bill Cosby Is Not Himself These Da,,,,
3273,Cheech & Chong,Sleeping Beauty,,,,
3275,Electric Light Orchestra,Ole Elo,,,,
3276,Widowmaker,Self-Titled,,,,
3277,"Pappalardi, Felix",Creation,,,,
3279,Various,Golden Summer,,,X,1/3
3280,Atlanta Rhythm Section,Third Annual Pipe Dream,,,,
3281,"Bowie, David",Changes One,,Record and case missing (not recorded),,
3282,"Taylor, James",In The Pocket,,,,
3283,"Guess Who, The",The Way They Were,,,,
3284,L.A. Jets,L.A. Jets,,,,
3285,Nilsson,That's The Way It Is,,,,
3286,Chicago,Chicago,,,,
3287,U-Roy,Dread In A Babylon,,,,
3290,Buzzard Bait,Back Pocket,,,,
3291,Derringer,Derringer,,,,
3292,"Hawkes, Elmer",The Incredible Newsboy Slayings,,,,
3293,Bob Seger And The Silver Bulet Band,Live Bullet,,,X,1/4
3294,"Kershaw, Doug",Ragin' Cajun,,,,
3295,"Quatro, Michael","Dancers, Romancers, Dreamers & Sch",,,,
3296,Highway Robbery,Free Beer,,,,
3297,"Mantler, Michael",The Hapless Child And Other Inscru,,,,
3298,Starz,Starz,,,,
3299,"Tosh, Peter",Legalize It,,,,
3300,"Beatles, The",Rock N' Roll Music,,,X,1/4
3301,"Hartford, John",Mark Twang,,,,
3302,"De Lucia, Paco",Paco,,,,
3303,Mott,Shouting And Pointing,,,,
3304,"Blood, Sweat and Tears",More Than Ever,,,,
3305,"Zevon, Warren",Warren Zevon,,,,
3306,"Capaldi, Jim",Whale Meat Again,,,,
3307,Dr. Hook And The Medicine Show,Revisited,,,,
3308,"Booker, James",Live,,Record and case missing (not recorded),,
3310,Crosby/Nash,Whistling Down The Wire,,,,
3311,Charlie,Fantasy Girls,,,,
3312,Little River Band,Little River Band,,,,
3313,Sir Doug And The Texas Tornados,Texas Rock For Country Rollers,,,,
3314,"Springfield, Rick",Wait For Night,,,,
3315,"Modern Lovers, The",The Modern Lovers,,,,
3316,Jonathan Richman & The Modern Lovers,Jonathan Richman & The Modern Lovers,,,,
3317,Duke & The Drivers,Rollin' On,,,,
3318,"Average White Band, The",Soul Searching,,,,
3319,Back Street Crawler,2Nd Street,,,,
3320,"Anderson, Jon",Olias Of Sunhillow,,,,
3321,"Gaffney, Henry",Waiting For A Wind,,,,
3322,"Armatrading, Joan",Back To The Night,,,,
3323,Spirit,Farther Along,,,,
3325,Van Der Graaf Generator,Still Life,,,,
3326,City Boy,City Boy,,,,
3327,"Monkees, The",The Monkees Greatest Hits,,,,
3328,Yamashta/ Winwood/ Shrieve,Go,,,,
3329,"Thomas, Ray",Hopes Wishes And Dreams,,,,
3330,Lighthouse,Best Of,,,,
3331,"Goodman, Steve",The Essential Steve Goodman,,RE-RECORD MISSING LAST TRACK,X,1/2
3332,"Ross, Diana",Greatest Hits,,"Also included but not recorded: ""Manowar - Fighting the World"" bare LP (now #3332A)",,
3332 A,Manowar,Fighting the World,,"Included with #3332, ""Ross, Diana - Greatest Hits""",,
3334,Sha-Na-Na,Best Of,,,X,1/2
3335,"Movies, The",The Movies,,,,
3337,Earth Quake,8.5,,,,
3338,Dwight Twilley Band,Sincerely,,,,
3339,Foghat,Foghat,,,,
3340,Scoop's Last News Show,Scoop's Last News Show,,,,
3341,Roxy Music,Viva!,,,,
3344,"Kristofferson, Kris",Surreal Thing,,,,
3346,Valdy And The Hometown Band,Valdy,,,,
3347,Hummingbird,We Can't Go On Meeting Like This,,,,
